key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
Brent_2017_SCIEREPO,Persistent social isolation reflects identity and social context but not maternal effects or early environment,2017,1,1,SCIENTIFIC REPORTS,2045-2322,7,,NA,"Brent, L. J. N. and Ruiz-Lambides, A. and Platt, M. L.",10.1038/s41598-017-18104-4,,NA,"","Individuals who are well integrated into society have greater access to resources and tend to live longer. Why some individuals are socially isolated and others are not is therefore puzzling from an evolutionary perspective. Answering this question requires establishing the mix of intrinsic and contextual factors that contribute to social isolation. Using social network data spanning up to half of the median adult lifespan in a gregarious primate, we found that some measures of social isolation were modestly repeatable within individuals, consistent with a trait. By contrast, social isolation was not explained by the identity of an animal's mother or the group into which it was born. Nevertheless, age, sex and social status each played a role, as did kin dynamics and familiarity. Females with fewer close relatives were more isolated, and the more time males spent in a new group the less isolated they became, independent of their social status. These results show that social isolation results from a combination of intrinsic and environmental factors. From an evolutionary perspective, these findings suggest that social isolation could be adaptive in some contexts and partly maintained by selection.", 
Liu_2017_JOOFEXBI,"Effects of food availability on metabolism, behaviour, growth and their relationships in a triploid carp",2017,1,1,JOURNAL OF EXPERIMENTAL BIOLOGY,,220,,4711-4719,"Liu, Sheng and Fu, Shi-Jian",10.1242/jeb.167783,,NA,"","Metabolism, behaviour and growth are highly flexible in fish species, and inter-individual variation in these traits is evolutionarily and ecologically significant. It has long been suggested that these traits co-vary, although their relationships are debated. In the present study, we investigated whether metabolism, behaviour, growth and the potential relationships among them vary with food availability in sterile triploid carp. In this experimental animal model, we investigated the standard metabolic rate (SMR), growth performance and personality traits (i.e. activity, exploration and boldness) of juvenile individuals before and after 25 days of rearing in which fish were fed either once or twice a day to satiation. Inter-individual differences in SMR in each group showed high repeatability across the experimental period, and twice-fed fish showed higher SMRs than once-fed fish after 25 days of rearing. Compared with the once-fed group, the twice-fed group showed higher feeding rates (FRs) and lower feeding efficiencies (FEs) but similar specific growth rates (SGRs). None of the personality traits was affected by food availability. Furthermore, both boldness and exploration were highly repeatable throughout the experiment in the group fed twice a day, whereas only exploration showed repeatability in the group fed once a day. In the once-fed group, SMR and the personality traits were positively correlated with FR and negatively correlated with FE and/or SGR; however, these relationships did not exist in the twice-fed group due to the surplus of food. These results suggest that food availability significantly affects physiological, behavioural and ecological processes in these fish by altering the trade-off between metabolism and growth.", 
Tuzun_2017_ANIMBEHA,Pesticide-induced changes in personality depend on the urbanization level,2017,1,1,ANIMAL BEHAVIOUR,"",134,,45-55,"Tuzun, Nedim and Mueller, Selina and Koch, Kamilla and Stoks, Robby",10.1016/j.anbehav.2017.10.007,,NA,"","Globally increasing urbanization causes major anthropogenic changes in ecosystems, drastically altering phenotypes of organisms. Increased contamination is a well-known result of urbanization, and its effect on behaviour has been extensively studied. Yet, animal personality, consistent behavioural variation between individuals, has rarely been investigated in the context of anthropogenic contaminants. Changes in personalities may affect the viability of populations, and even alter community dynamics. We investigated the effects of exposure to a sublethal dose of the commonly used pesticide esfenvalerate on two personality traits, activity and boldness, and compared these effects between replicated rural and urban populations using larvae of the damselfly Coenagrion puella. We tested for effects on behaviour at three distinct levels: the average levels of behaviours, the consistency of behaviours (repeatability), and the structure of the behavioural correlations (behavioural syndrome). We found that the pesticide treatment changed the average activity and the behavioural covariation (activity and boldness), but not the behavioural repeatability. Importantly, these pesticide-induced patterns depended strongly on urbanization level. The average activity reduction due to pesticide exposure was only present in urban individuals. Moreover, while a behavioural correlation between activity and boldness in rural larvae appeared only after the pesticide treatment, this activity-boldness syndrome was consistently present in the urban larvae. These differential responses of urban and rural populations may be explained by the apparently more efficient coping mechanism with contaminants of urban populations, as well as the generally more stressful urban habitats. These results highlight the importance of measuring behavioural expressions at various levels when assessing contaminant effects, and not just the means. Further, we suggest that pollution may play an important role in understanding the evolution and maintenance of animal personalities in natural populations. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.", 
Szorkovszky_2017_MEINECANEV,An efficient method for sorting and quantifying individual social traits based on group-level behaviour,2017,1,1,METHODS IN ECOLOGY AND EVOLUTION,"",8,,1735-1744,"Szorkovszky, Alex and Kotrschal, Alex and , er and Read, James E. Herbert and Sumpter, David J. T. and Kolm, Niclas and Pelckmans, Kristiaan",10.1111/2041-210X.12813,,NA,"","1. In social contexts, animal behaviour is often studied in terms of group-level characteristics. One clear example of this is the collective motion of animals in decentralized structures, such as bird flocks and fish schools. A major goal of research is to identify how group-level behaviours are shaped by the traits of individuals within them. Few methods exist to make these connections. Individual assessment is often limited, forcing alternatives such as fitting agent-based models to experimental data. 2. We provide a systematic experimental method for sorting animals according to socially relevant traits, without assaying them or even tagging them individually. Instead, they are repeatedly subjected to behavioural assays in groups, between which the group memberships are rearranged, in order to test the effect of many different combinations of individuals on a group-level property or feature. We analyse this method using a general model for the group feature, and simulate a variety of specific cases to track how individuals are sorted in each case. 3. We find that in the case where the members of a group contribute equally to the group feature, the sorting procedure increases the between-group behavioural variation well above what is expected for groups randomly sampled from a population. For a wide class of group feature models, the individual phenotypes are efficiently sorted across the groups and thus become available for further analysis on how individual properties affect group behaviour. We also show that the experimental data can be used to estimate the individual-level repeatability of the underlying traits. 4. Our method allows experimenters to find repeatable variation in social behaviours that cannot be assessed in solitary individuals. Furthermore, experiments in animal behaviour often focus on comparisons between groups randomly sampled from a population. Increasing the behavioural variation between groups increases statistical power for testing whether a group feature is related to other properties of groups or to their phenotypic composition. Sorting according to socially relevant traits is also beneficial in artificial selection experiments, and for testing correlations with other traits. Overall, the method provides a useful tool to study how individual properties influence social behaviour.", 
Class_2017_MEINECANEV,A statistical methodology for estimating assortative mating for phenotypic traits that are labile or measured with error,2017,1,1,METHODS IN ECOLOGY AND EVOLUTION,"",8,,1910-1919,"Class, Barbara and Dingemanse, Niels J. and Araya-Ajoy, Yimen G. and Brommer, Jon E.",10.1111/2041-210X.12837,,NA,"","Assortative mating in wild populations is commonly reported as the correlation between males' and females' phenotypes across mated pairs. Theories of partner selection and quantitative genetics assume that phenotypic resemblance of partners captures associations in intrinsically determined trait values. However, when considering traits with a repeatability below one (labile traits or traits measured with error), the correlation between phenotypes of paired individuals can arise from shared environmental effects on the phenotypes of paired individuals or correlated measurement error. We introduce statistical approaches to estimate assortative mating in labile traits or traits measured with error in the presence of shared environmental effects. These approaches include (1) the correlation between the mean phenotypes of males and females, (2) the correlation between randomized values of individuals and (3) the between-pair correlation derived from a bivariate mixed model. We use simulations to show that the performance of these different approaches depends on the number of repeated measures within individuals or pairs, which is determined by study design, and rates of survival and divorce. We conclude that short-term environmental effects on phenotypes of paired individuals likely inflate estimates of assortative mating when not statistically accounted for. Our approach allows investigation of this important issue in assortative mating studies for labile traits (e.g. behaviour, physiology, or metabolism) in both socially monogamous and other mating systems, and groupings of individuals outside a mating context.", 
Wexler_2017_BEHAPROC,Distinct effects of two separately applied stressors on behavior in the red flour beetle,2017,1,1,BEHAVIOURAL PROCESSES,"",145,,86-92,"Wexler, Yonatan and Scharf, Inon",10.1016/j.beproc.2017.10.008,,NA,"","Stress is ubiquitous in nature and organisms have evolved mechanisms to cope with it. Stress responses nevertheless vary based on the type of stress, its duration, magnitude, and the organism's physiological status. We studied here the effect of two separately applied stress types, differing also in their duration, on various behavioral responses of the red flour beetle (Tribolium castaneum). The two stress types applied were short-term cold stress and long-term low protein stress. The behavioral response variables were movement activity, preference to move along the test arena edges, latency to emerge from shelter, and preference for dark microhabitat, measured at two stages of the beetles' lives, as young adults after eclosion and one month later. Behavioral responses were stress-specific. Cold-stressed beetles moved over the longest distances but were also the most reluctant to leave an accessible shelter. We interpret this to mean that cold-stressed beetles were the most active under unfavorable conditions and least bold under more favorable, protected conditions. As beetles aged, their movement activity decreased and latency to emerge from shelter increased. Non-stressed beetles were the most consistent in their behavior across all behavioral tests. This finding is similar to those in previous studies and suggests that moderate stress reduces behavioral consistency. While all beetles gained mass during the study period, the two stress types led to different patterns of body mass increase, which was more moderate for cold stressed than for protein-stressed beetles.", 
Chen_2017_BRJOOFSOPS,The added value of world views over self-views: Predicting modest behaviour in Eastern and Western cultures,2017,1,1,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,,56,,723-749,"Chen, Sylvia Xiaohua and Ng, Jacky C. K. and Buchtel, Emma E. and Guan, Yanjun and Deng, Hong and Bond, Michael Harris",10.1111/bjso.12196,,NA,"","Personality research has been focused on different aspects of the self, including traits, attitudes, beliefs, goals, and motivation. These aspects of the self are used to explain and predict social behaviour. The present research assessed generalized beliefs about the world, termed social axioms' (Leung etal., ), and examined their additive power over beliefs about the self in explaining a communal behaviour, that is, modesty. Three studies predicted reported modest behaviour among Mainland Chinese, Hong Kong Chinese, East Asian Canadians, and European Canadians. In addition to self-reports in Studies 1 and 2, informant reports from participants' parents and close friends were collected in Study 3 to construct a behavioural composite after examining the resulting multitrait-multimethod matrix and intraclass correlations. World views (operationalized as social axioms) explained additional variance in modest behaviour over and above self-views (operationalized as self-efficacy, self-construals, and trait modesty) in both Eastern and Western cultures. Variation in reports on three factors of modest behaviour was found across self-, parent, and friend perspectives, with significant differences across perspectives in self-effacement and other-enhancement, but not in avoidance of attention-seeking.", 
Wong_2017_CORAREEF,Some anemonefish lack personality: a comparative assessment of behavioral variation and repeatability in relation to environmental and social factors,2017,1,1,CORAL REEFS,"",36,,1307-1316,"Wong, Marian Y. L. and Beasley, Am and L., a and Douglass, Tasman and Whalan, Steve and Scott, Anna",10.1007/s00338-017-1625-2,,NA,"","Determining the extent of repeatable differences in the behavior of animals and the factors that influence behavioral expression is important for understanding individual fitness and population processes, thereby aiding in species conservation. However, little is known about the causes of variation in the repeatability of behavioral differences among species because rarely have comparative studies been undertaken to examine the repeatability of behavioral differences among individuals within their natural ecological settings. Using two species of endemic subtropical anemonefishes, Amphiprion mccullochi and A. latezonatus at Lord Howe and North Solitary Islands, Australia, we conducted an in situ comparative analysis of personality traits, examining the repeatability of boldness, sociability and aggression as well as the potential role of environmental and social factors on behavioral expression. For A. mccullochi, only boldness and aggression were highly repeatable and these behaviors formed a behavioral syndrome. For A. latezonatus, none of the three behaviors were repeatable due to low-inter-individual variation in behavior. We suggest that the harsher and more variable environmental and social conditions experienced by A. latezonatus have resulted in reduced repeatability in behavior, in contrast to A. mccullochi which typically inhabits a more stable lagoonal reef environment. Additionally, group size and size rank, rather than nearest-neighbor distance and anemone size, influenced the expression of these behaviors in both species, suggesting that behavioral variation was more sensitive to social than environmental factors. Overall, differences in repeatability between these closely related species likely reflect adaptations to contrasting environmental and social conditions, although alternative explanations must be considered. The differences in behavioral consistency between these two endemic anemonefishes could lead to disparity in their resilience to environmental or social change in the future.", 
Amy_2017_ETHO,Personality traits and behavioural profiles in the domestic canary are affected by sex and photoperiod,2017,1,1,ETHOLOGY,"",123,,885-893,"Amy, Mathieu and Ung, Davy and Beguin, Nathalie and Leboucher, Gerard",10.1111/eth.12662,,NA,"","Personality traits and behavioural profiles are generally assumed to be stable in adulthood. Yet, it has been hypothesised that animals should cope with cyclical fluctuations by adjusting both single behaviours and suites of behaviour. Photoperiod is well known to induce hormonal and physiological changes, and these changes can in turn affect personality traits and behavioural profiles. This study is the first to explicitly investigate the influence of photoperiod on both behavioural profiles and personality traits. Six potential personality traits (within-flock activity, ability to escape, response to threat, isolation calling, boldness and neophobia) and dominance were measured four times in 96 domestic canaries Serinus canaria (48 males and 48 females): twice during a long photoperiod (Long Days) and 6months later twice during a short photoperiod (Short Days). Without regard to sex and photoperiod, most traits were highly repeatable, and bolder canaries were more dominant, less sensitive to an external threat and to isolation and less neophobic. In addition, the more active individuals within a flock were the more difficult to catch. Yet, both sex and photoperiod affected personality traits and behavioural profiles. Personality traits remained repeatable within each photoperiod though we observed behavioural plasticity and sex differences for response to threat, neophobia and within-flock activity. Concerning behavioural profiles, the negative relationship between boldness and neophobia remained homogenous in both sexes during Short Days as well as during Long Days. Then, the more active individuals within a flock were the more difficult to catch in Short Days but not in Long Days. Finally, the other correlations not only varied with photoperiod but also with sex. Our study highlights the importance of photoperiod and sex in the expression of personality traits and behavioural profiles, and of the need to measure them across the whole photoperiodic cycle.", 
Klefoth_2017_EVOLAPPL,Toward a mechanistic understanding of vulnerability to hook-and-line fishing: Boldness as the basic target of angling-induced selection,2017,1,1,EVOLUTIONARY APPLICATIONS,,10,,994-1006,"Klefoth, Thomas and Skov, Christian and Kuparinen, Anna and Arlinghaus, Robert",10.1111/eva.12504,,NA,"","In passively operated fishing gear, boldness-related behaviors should fundamentally affect the vulnerability of individual fish and thus be under fisheries selection. To test this hypothesis, we used juvenile common-garden reared carp (Cyprinus carpio) within a narrow size range to investigate the mechanistic basis of behavioral selection caused by angling. We focused on one key personality trait (i.e., boldness), measured in groups within ponds, two morphological traits (body shape and head shape), and one life-history trait (juvenile growth capacity) and studied mean standardized selection gradients caused by angling. Carp behavior was highly repeatable within ponds. In the short term, over seven days of fishing, total length, not boldness, was the main predictor of angling vulnerability. However, after 20 days of fishing, boldness turned out to be the main trait under selection, followed by juvenile growth rate, while morphological traits were only weakly related to angling vulnerability. In addition, we found juvenile growth rate to be moderately correlated with boldness. Hence, direct selection on boldness will also induce indirect selection on juvenile growth and vice versa, but given that the two traits are not perfectly correlated, independent evolution of both traits is also possible. Our study is among the first to mechanistically reveal that energy-acquisition-related behaviors, and not growth rate per se, are key factors determining the probability of capture, and hence, behavioral traits appear to be the prime targets of angling selection. We predict an evolutionary response toward increased shyness in intensively angling-exploited fish stocks, possibly causing the emergence of a timidity syndrome.", 
Wexler_2017_PHYSENTO,Mating alters the link between movement activity and pattern in the red flour beetle,2017,1,1,PHYSIOLOGICAL ENTOMOLOGY,,42,,299-306,"Wexler, Yonatan and Wertheimer, Keren-Or and Subach, Aziz and Pruitt, Jonathan N. and Scharf, Inon",10.1111/phen.12195,,NA,"","Mating in arthropods is costly and has negative effects on survival. Such effects are often more strongly expressed when individuals are simultaneously exposed to other stress sources. Consequently, the behaviour of virgin and mated individuals often differs. Mated females, for example, search for suitable oviposition sites, whereas virgin females search more for mates. In the present study, we examine the effect of mating separately for females and males on four key behaviours of the red flour beetles: movement activity, movement along the edges of an arena, latency to emerge from shelter and preference for dark microhabitat. After mating, both sexes increase their activity at the same time as moving less along the arena edge, leading to a change in movement pattern. Females possibly change their movement pattern to locate suitable oviposition sites, whereas males perhaps do so to detect additional females with which to mate. Latency to emerge from shelter and dark preference are not influenced by mating, although they increase when measured again after 1week. Of these behaviours, only movement activity is consistent at the individual level. We also examine whether mating incurs a cost as expressed in the time required to recover from a chill-coma. The latter is a common proxy of cold tolerance in ectotherms. By contrast to our prediction, mating has no effect on chill-coma recovery time, suggesting that either a single mating event does not incur sufficient stress or that there is possibly no trade-off between the energetic cost of mating and of cold tolerance.", 
Hertel_2017_BEHAECOL,A case for considering individual variation in diel activity patterns,2017,1,1,BEHAVIORAL ECOLOGY,"",28,,1524-1531,"Hertel, Anne G. and Swenson, Jon E. and Bischof, Richard",10.1093/beheco/arx122,,NA,"","There is a growing recognition of the role of individual variation in patterns emerging at higher levels of biological organization. Despite the importance of the temporal configuration of ecological processes and patterns, intraspecific individual variation in diel activity patterns is almost never accounted for in behavioral studies at the population level. We used individual-based monitoring data from 98 GPS-collared brown bears in Scandinavia to estimate diel activity patterns before the fall hunting season. We extracted 7 activity measures related to timing and regularity of activity from individual activity profiles. We then used multivariate analysis to test for the existence of distinct activity tactics and their environmental determinants, followed by generalized linear regression to estimate the extent of within-individual repeatability of activity tactics. We detected 4 distinct activity tactics, with a high degree of individual fidelity to a given tactic. Demographic factors, availability of key foraging habitat, and human disturbance were important determinants of activity tactics. Younger individuals and those with higher bear and road densities within their home range were more nocturnal and more likely to rest during the day. Good foraging habitat and increasing age led to more diurnal activity patterns and nocturnal resting periods. We did not find evidence of diel activity tactics influencing survival during the subsequent hunting season. We conclude that individual variation in activity deserves greater attention than it currently receives, as it may help account for individual heterogeneity in fitness and could facilitate within-population niche partitioning that can have population-or community-level consequences.", 
Williams_2017_ANIMBEHA,Drivers and consequences of variation in individual social connectivity,2017,1,1,ANIMAL BEHAVIOUR,"",133,,1-9,"Williams, Allison E. and Worsley-Tonks, Katherine E. L. and Ezenwa, Vanessa O.",10.1016/j.anbehav.2017.08.021,,NA,"","There is a growing interest in identifying specific causes and consequences of variation in individual social behaviour as a means of understanding how different individuals balance the costs and benefits of group living. In this study, we used social networks to examine variation in individual social behaviour in wild Grant's gazelles, Nanger granti, and explored potential drivers and consequences of this variation. First, we quantified two aspects of individual network position (weighted degree and closeness) on a monthly basis for 12 consecutive months and examined life-history (age) and abiotic (rainfall) factors that could explain among-individual variation in network position. Next, we examined the level of within-individual repeatability in network position over time. We then tested for potential consequences of this variation focusing on parasite infection and diet quality. Rainfall and age were strong predictors of variation in closeness but not degree. Interestingly, we found that one aspect of individual network position (closeness) varied over time, while another (degree) was moderately repeatable. The difference in within-individual repeatability of the two measures may be explained by the dependence of closeness on rainfall. In addition, we found that individual network position had consequences for both parasitism and diet, but the magnitude and direction of these effects depended on parasite type, connectivity measure and environmental conditions. Overall, our results suggest that environmental and host factors strongly influence variability in certain aspects of social connectivity in Grant's gazelles, and that abiotic and biotic forces, together, mediate the consequences of social network position. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.", 
Ebinghaus_2017_APPLANIMBEHASCIE,How to measure dairy cows' responsiveness towards humans in breeding and welfare assessment? A comparison of selected behavioural measures and existing breeding traits,2017,1,1,APPLIED ANIMAL BEHAVIOUR SCIENCE,,196,,22-29,"Ebinghaus, Asja and Ivemeyer, Silvia and Lauks, Vanessa and Santos, Laura and Bruegemann, Kerstin and Koenig, Sven and Knierim, Ute",10.1016/j.applanim.2017.07.006,,NA,"","For dairy cattle breeding as well as animal welfare science reliability and validity issues regarding measures of cows' responsiveness towards humans are relevant. The objective of this study was to investigate reliability and validity aspects of four selected behavioural measures at the feeding gate (BM) and to compare them with existing breeding traits and with observations of cows' behaviour during milking. This included the analysis of criterion validity at animal and at herd level and of repeatability of the BM over time. Data on avoidance distances (AD), tolerance to tactile interaction (TTI), release behaviour (RB), and qualitative behaviour assessment (QBA) were collected on a total of 33 dairy farms. The breeding traits average milk flow (AMF), milking speed (MS), and milking temperament (MT) had been recorded per test-day or during linear description by milk testing or breeding associations. Inter- and intra-test associations were investigated by Spearman rank or Pearson correlation analysis. At animal level, significant correlations of different strengths were found within BM ranging from r(s) = 0.28 (p < 0.01, n = 1890) between AD and TTI to r(s) = 0.74 (p < 0.01, n = 582) between RB and QBA, and between MS and MT (rs = 0.62, p < 0.01, n = 269). No significant correlations were found between BM and breeding traits. For analyses at herd level, medians and percentages of certain categories were calculated and the average number of stepping (STEP) and kicking (KICK) per cow during milking was recorded. Between all BM closer correlations were found than at animal level. STEP correlated with KICK (r(s) = 0.80, p < 0.01, n = 24), while no further significant correlations were found between BM, STEP or KICK and breeding traits. For analysis of repeatability BM were applied repeatedly on three farms following a three-week interval. Correlations ranged from r(s) = 0.33 (p < 0.01, n = 67) for TTI to r(s) = 0.73 (p < 0.01, n = 23) for QBA. Apparently, behavioural measures at the feeding gate reflect partly similar and partly different aspects of cows' responsiveness towards humans. The present study underlines methodological problems that exist with MT and MS, and questions the relationship between milkability, milking behaviour and responsiveness in the barn. The analyses show that AD, TTI, and RB appear to be vulnerable to short- or mid-term influences. Overall, QBA turned out to be a promising measure for breeding and welfare assessment.", 
Naslund_2017_BEHECOANDSOC,Performance of wild brown trout in relation to energetic state and lab-scored activity during the early-life survival bottleneck,2017,1,1,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"",71,,NA,"Naslund, Joacim and Claesson, Per Saarinen and Johnsson, Jorgen I.",10.1007/s00265-017-2395-0,,NA,"","The early life stage is typically a selective bottleneck during which individual performance is important for survival. We investigated size, energetic state, and activity, in relation to recapture probability in the youngest free-swimming stage of a territorial fish, the brown trout. In two experiments, we induced compensatory growth in wild-caught brown trout fry, using a restriction-refeeding protocol. Upon refeeding in the laboratory, the restricted trout showed compensatory growth in mass, but not in length. During this compensatory growth phase, we released the fish into their native stream habitat and then recaptured them after 1 month to assess survival and growth. Despite not having fully compensated body size at release, restricted fish did not show continued growth compensation in the stream, indicating that the natural environment limits growth capacity during early life. Individual baseline activity was scored in open-field tests before and after food restriction and was found repeatable but not significantly affected by growth manipulations. Under natural conditions, we found a positive association between open-field activity and survival (as indicated by recapture probability), but no significant differences between food-restricted and control fish. Initial body length positively influenced survival in the first experiment (early summer), but not in the second (late summer). These results contrast with the assumption that high baseline activity should be riskier in natural environments. For territorial animals, we hypothesize that activity is associated with high aggression and territoriality, which facilitates access to high-quality territories providing both shelter from predation and reduced starvation risk, which reduces mortality risk. Significance statement In the early critical life stage, more active brown trout are better survivors. This finding, which contradicts general assumptions about the balance between predator exposure and food intake, could possibly be due to trout being highly territorial species in which active individuals can claim the best territories. We also find that young trout are likely limited in growth rate by environmental conditions in the wild, as growth compensation following food restriction is possible in the lab, but not realized in natural streams.", 
Weiss_2017_SCIEDATA,Data Descriptor: Personality in the chimpanzees of Gombe National Park,2017,1,1,SCIENTIFIC DATA,2052-4463,4,,NA,"Weiss, Alex and , er and Wilson, Michael L. and Collins, D. Anthony and Mjungu, Deus and Kamenya, Shadrack and Foerster, Steffen and Pusey, Anne E.",10.1038/sdata.2017.146,,NA,"","Researchers increasingly view animal personality traits as products of natural selection. We present data that describe the personalities of 128 eastern chimpanzees (Pan troglodytes schweinfurthii) currently living in or who lived their lives in the Kasekela and Mitumba communities of Gombe National Park, Tanzania. We obtained ratings on 24 items from an established, reliable, well-validated questionnaire used to study personality in captive chimpanzee populations. Ratings were made by former and present Tanzanian field assistants who followed individual chimpanzees for years and collected detailed behavioral observations. Interrater reliabilities across items ranged from acceptable to good, but the personality dimensions they formed were not as interpretable as those from captive samples. However, the personality dimensions corresponded to ratings of 24 Kasekela chimpanzees on a different questionnaire in 1973 that assessed some similar traits. These correlations established the repeatability and construct validity of the present ratings, indicating that the present data can facilitate historical and prospective studies that will lead to better understanding of the evolution of personality in chimpanzees and other primates.", 
Holtmann_2017_PROFTHROSOB.SC,"Personality-matching habitat choice, rather than behavioural plasticity, is a likely driver of a phenotype-environment covariance",2017,1,1,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"",284,,NA,"Holtmann, Benedikt and Santos, Eduardo S. A. and Lara, Carlos E. and Nakagawa, Shinichi",10.1098/rspb.2017.0943,,NA,"","An emerging hypothesis of animal personality posits that animals choose the habitat that best fits their personality, and that the match between habitat and personality can facilitate population differentiation, and eventually speciation. However, behavioural plasticity and the adjustment of behaviours to new environments have been a classical explanation for such matching patterns. Using a population of dunnocks (Prunella modularis), we empirically tested whether personality or behavioural plasticity is responsible for the non-random distribution of shy and bold individuals in a heterogeneous environment. We found evidence for bold individuals settling in areas with high human disturbance, but also that birds became bolder with increasing age. Importantly, personality primarily determines the distribution of individuals, and behavioural adjustment over time contributes very little to the observed patterns. We cannot, however, exclude a possibility of very early behavioural plasticity (a type of developmental plasticity) shaping what we refer to as `personality'. Nonetheless, our findings highlight the role personality plays in shaping population structure, lending support to the theory of personality-mediated speciation. Moreover, personality-matching habitat choice has important implications for population management and conservation.", 
Aldridge_2017_EUROPSYC,Assessing Test-Retest Reliability of Psychological Measures Persistent Methodological Problems,2017,1,1,EUROPEAN PSYCHOLOGIST,,22,,207-218,"Aldridge, Victoria K. and Dovey, Terence M. and Wade, Angie",10.1027/1016-9040/a000298,,NA,"","Psychological research and clinical practice rely heavily on psychometric testing for measuring psychological constructs that represent symptoms of psychopathology, individual difference characteristics, or cognitive profiles. Test-retest reliability assessment is crucial in the development of psychometric tools, helping to ensure that measurement variation is due to replicable differences between people regardless of time, target behavior, or user profile. While psychological studies testing the reliability of measurement tools are pervasive in the literature, many still discuss and assess this form of reliability inappropriately with regard to the specified aims of the study or the intended use of the tool. The current paper outlines important factors to consider in test-retest reliability analyses, common errors, and some initial methods for conducting and reporting reliability analyses to avoid such errors. The paper aims to highlight a persistently problematic area in psychological assessment, to illustrate the real-world impact that these problems can have on measurement validity, and to offer relatively simple methods for improving the validity and practical use of reliability statistics.", 
Vogt_2017_APPLANIMBEHASCIE,Inter- and intra-observer reliability of different methods for recording temperament in beef and dairy calves,2017,1,1,APPLIED ANIMAL BEHAVIOUR SCIENCE,,195,,15-23,"Vogt, Anina and Aditia, Edit Lesa and Schlechter, Imke and Schuetze, Susanne and Geburt, Katrin and Gauly, Matthias and von Borstel, Uta Koenig",10.1016/j.applanim.2017.06.008,,NA,"","Breeding of cattle with docile temperament can simplify routine practices and enhance welfare of cattle in common production systems. The aim of the study was to compare and validate some aspects of assessment methods for temperament traits in cattle for their potential use in breeding programmes. Calves of different beef and dairy cattle breeds were video-recorded during a 2 min tethering (n = 160) and a 2 min crush test (n = 185) at the age of 38 +/- 25 days. Subsequently, two observers blinded to the identity of records each analysed the video clips three times with the software Interact in intervals of 1-2 days between viewings. Frequency and duration of behaviour patterns such as head movement, tail flicking or defecation were recorded. In addition, each behaviour pattern was assessed on a 10 cm visual analogue scale (VAS) and in the end of each observation an overall behaviour score on a numerical scale from 1 to 5 and on a VAS was assigned to each animal. Using variance components from mixed model analysis, results revealed that both inter- and intra-observer reliability (OR) were similar or superior for the majority of behaviour patterns when assessed with the VAS compared to the more time-consuming assessment of exact frequencies and durations (e.g. Intra-OR `tail flicking': Observer I: r(VAS) = 0.83 and r(Freq), = 0.26; Observer II: r(VAS) = 0.91, r(Freq) = 0.37 and r(Dur) = 0.87 for the tethering test; Inter-OR `body movement': r(VAS) = 0.81 and r(Freq) = 0.33 for the crush test). The overall behaviour score showed a high infra-observer reliability when assessed with the VAS as well as with the numerical scale (Observer I: r(VAS) = 0.97 and r(Num) = 0.77; Observer II: r(VAS) = 0.82 and r(Num) = 0.84 for the crush test). However, not all traits, and particularly including those assessing rarely occurring behaviour patterns, proved to be appropriate for recording with a VAS. In conclusion, a VAS that is based on carefully selected features can be considered a reliable and practical method for temperament assessment in cattle.", 
