"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FBVAAWNS","journalArticle","2016","Brown, D. J.; Fogarty, N. M.; Iker, C. L.; Ferguson, D. M.; Blache, D.; Gaunt, G. M.","genetic evaluation of maternal behaviour and temperament in australian sheep","ANIMAL PRODUCTION SCIENCE","","","10.1071/AN14945","","The temperament of ewes and maternal behaviour at lambing has been implicated as contributing factors to lamb survival. Some 14 054 records of maternal behaviour score (MBS, 1 = good, 5 = poor) were collected at lamb tagging from 32 breeds of sheep over several years in a variety of environments. Records for two objectively scored temperament traits, flight time from a weighing crate (FT) and agitation score in an isolation box test (IBT) were available on 19 151 and 17 159 animals, respectively. These data were pooled from three sources, which included research and commercial ram breeding flocks. The combined data were also split into three subsets based on breed groups (Merino, Maternal and Terminal) for analyses. Records of weights and number of lambs weaned (NLW), as well as pedigree information was available from the national genetic evaluation database. The heritability estimates from the combined analyses were 0.20 +/- 0.02 for MBS, 0.18 +/- 0.02 for FT and 0.26 +/- 0.02 for IBT, with a repeatability of 0.24 +/- 0.01 for MBS. There were some small differences between the breed groups in the heritability estimates. The genetic correlations between FT and MBS were negative (favourable) and consistent across the datasets (-0.47 +/- 0.12, combined analysis). The genetic correlations between IBT and MBS were positive (favourable) but not significant (0.12 +/- 0.11, combined analysis). The genetic correlations between IBT and FT were also favourable, but small and generally not significant. There were small favourable genetic correlations between MBS and various bodyweights (-0.17 +/- 0.07, yearling) and NLW (-0.25 +/- 0.07). However, there were no significant genetic relationships between the temperament and production traits. The moderate heritability and repeatability of MBS indicate maternal behaviour could be improved by selection, and that it could be a useful additional trait in breeding programs for improved reproduction.","2016","2018-12-03 14:27:07","2018-12-03 14:27:07","","767-774","","","56","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/H78SKH9H/brown2016.pdf","","Sheep; Breeding; Temperament; Pedigree; Meta-Analysis as Topic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKG6LAL3","journalArticle","2018","Bubac, Christine M.; Coltman, David W.; Bowen, W. Don; Lidgard, Damian C.; Lang, Shelley L. C.; den Heyer, Cornelia E.","repeatability and reproductive consequences of boldness in female gray seals","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","","","10.1007/s00265-018-2515-5","","Wild animals show consistent individual variation in behavior across time and/or contexts, now referred to as animal personality. While this variability may have important ecological and evolutionary implications, how and why variation in animal personality is maintained in a natural population remains unclear. In this study, we assessed the influence of environmental and biological sources of variation on behavioral responses measured along the shy-bold continuum in a long-lived, iteroparous marine mammal, the gray seal (Halichoerus grypus). Between 2008 and 2016, 469 females from the Sable Island, Nova Scotia breeding colony of gray seals were given a boldness score in response to a human approach, designed to stimulate maternal defense of offspring. Using generalized linear mixed-effects models (GLMM) in a Bayesian framework, we show that boldness is highly repeatable between and within years. There were age differences in boldness, with younger females being less bold than older, more experienced females providing some support for the life history trade-off hypothesis. We further used GLMMs to assess sources of variation on offspring weaning mass. We found that young females that were bolder produced heavier pups than shyer counterparts, and that pups produced by bolder females were on average 2 kg heavier than pups of shy females. These results provide further evidence that personality influences life history strategies, and illustrates the evolutionary potential of animal personality in response to selection. Consistent individual differences in behavior influence various aspects of ecology including species interactions, species distributions, and life history strategies. However, how and why this individual variation is maintained in a natural population remains uncertain. In this study, we assessed the influence of boldness, specifically maternal defense of offspring, on a component of reproductive success in a long-lived marine mammal. We showed highly repeatable behavioral differences, and found that boldness varied with age, with younger individuals being less bold than older individuals. Younger individuals that were bolder produced heavier offspring than shyer counterparts. Our study contributes to an under-represented group of animals, wild marine mammals, in the personality literature, and further prompts the investigation into the proximate and ultimate factors influencing personality in an ecologically important marine predator.","2018","2018-12-03 14:27:07","2018-12-03 14:27:07","","NA","","","72","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/5BYUKXKU/Bubac et al. - 2018 - repeatability and reproductive consequences of bol.pdf","","Animals; Humans; Animal Shells; Military Personnel; Humanism; Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFNHZNJS","journalArticle","2013","Burtka, Jennifer L.; Grindstaff, Jennifer L.","repeatable nest defense behavior in a wild population of eastern bluebirds (sialia sialis) as evidence of personality","ACTA ETHOLOGICA","","","10.1007/s10211-013-0143-7","","Consistent individual differences in behavior, or personality, have been demonstrated in a variety of species other than humans, including mammals, birds, and invertebrates. Behavioral consistency has been shown to affect dispersal, foraging, exploration, and antipredator responses, which may have an impact on parental and offspring survival. Despite increasing research in behavioral consistency, the repeatability of nest defense behavior has rarely been assessed in wild bird populations. Furthermore, previous studies investigating nest defense behavior have utilized laboratory studies or mounted predators to elicit defensive behavior. It is important to assess personality in wild populations to fully understand the fitness consequences of behavioral consistency across natural contexts and to utilize live predators or competitors for accurate assessment of defensive behavior. We used an ecologically relevant, live, invasive, nest site competitor, the house sparrow (Passer domesticus), to elicit nest defense behavior in a wild population of Eastern bluebirds (Sialia sialis) to determine if nest defense behavior is repeatable within and between years for males and females (males: 2009, N = 17; 2010, N = 18; both years, N = 9. Females: 2009, N = 22; 2010, N = 15; both years, N = 11). We also determined if individual behavior changes as a function of season, parental age, brood size, or the number of house sparrows around the nest site. We found that females demonstrated repeatable behavior both within and between years. Male nest defense behavior was only repeatable in 1 year and was influenced by season in the other year. Parental age, brood size, and the number of house sparrows around the nest site did not affect nest defense behavior. We conclude that Eastern bluebirds demonstrate consistent nest defense behavior, or personality, although males are more plastic than females.","2013","2018-12-03 14:27:07","2018-12-03 14:27:07","","135-146","","","16","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/3B36T2K8/Burtka and Grindstaff - 2013 - repeatable nest defense behavior in a wild populat.pdf","","Humans; Humanism; Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESF6PD88","journalArticle","2017","Cabrera, Doreen; Andres, Daniel; McLoughlin, Philip D.; Debeffe, Lucie; Medill, Sarah A.; Wilson, Alastair J.; Poissant, Jocelyn","island tameness and the repeatability of flight initiation distance in a large herbivore","CANADIAN JOURNAL OF ZOOLOGY","","","10.1139/cjz-2016-0305","","Antipredator behaviours can be lost relatively quickly in populations that are relieved of predation, as is known for several species inhabiting islands. Flight initiation distance (FID) is often studied in the context of island tameness; however, little is known about the factors that influence and maintain FID variation in predation-free populations. Here, we studied FID in foals of an isolated predator-free population of feral horses (Equus caballus L., 1758) on Sable Island, Canada, to determine if FID could be used for research on consistent individual differences in risk aversion and island tameness. In addition to testing for temporal, spatial, and sex effects on FID, we compared repeatability estimates at two temporal scales (within and among days). Similar FID for measurements obtained on the same day and for males and females indicated an absence of short-term desensitization and sex effects. In contrast, FID decreased for measurements made on subsequent days and from east to west, which could reflect habituation to human presence and (or) other temporal and spatial processes. Repeatability was high (0.42 +/- 0.06), but tended to decrease with increasing time intervals. This study highlights the potential of FID for individual-based research on the ecology and evolutionary dynamics of risk aversion in predation-free populations.","2017","2018-12-03 14:27:07","2018-12-03 14:27:07","","771-778","","","95","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/3WAR3ES3/Cabrera et al. - 2017 - island tameness and the repeatability of flight in.pdf","","Humans; Herbivory; Prednisolone; Humanism; Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MU5J3MXI","journalArticle","1999","Carlstead, K; Mellen, J; Kleiman, DG","black rhinoceros (diceros bicornis) in us zoos: i. individual behavior profiles and their relationship to breeding success","ZOO BIOLOGY","","0733-3188","10.1002/(SICI)1098-2361(1999)18:1<17::AID-ZOO4>3.3.CO;2-B","","This is the first part of a multi-zoo study to analyze the effects of captive environments on black rhinoceros (Diceros bicornis) behavior, breeding success, and well-being. We estimated the reliability and validity of a standardized method of cross-institutional assessment of the behavior of individual rhinoceros. In 1994 and 1995, we asked zookeepers at 19 toes to rate their black rhinoceros (a total of 60 animals) on 52 behavior elements using a questionnaire. At 14 toes, at least two keepers rated all the black rhinoceros at their zoo. We used average differences in their ratings of the 52 behavior elements to determine the most reliably rated behavior elements. Fourteen elements were retained for further analysis. Based on their inter-correlations, we grouped these 14 behaviors into six behavior traits: olfactory behaviors, chasing/stereotypy/mouthing, friendly to keeper fearful, patrolling and dominant (to conspecifics). A behavior profile of each animal consisted of scores on these six traits that were the sum of the primary keeper's ratings for each element in the group. To test the validity of these profiles, we compared scores on the six traits to the behavior of each rhinoceros during a standardized test of reactivity to a novel object and a novel conspecific scent. Tests were videotaped and analyzed by one researcher. Frequencies and durations of behaviors observed during the tests were correlated with scores on all six rated behavior traits. Scores on friendly to keeper, dominant, and olfactory behaviors described differences between black rhinoceros of captive/wild caught origin, age,and sex, respectively. Among successfully breeding males, scores on dominant and olfactory behaviors were negatively correlated with reproductive success, as was chasing/stereotypy/mouthing for females. To test the repeatability of these results, during 1996-1997, we used a modified questionnaire to re-survey 70 black rhinoceros at 24 toes. Results of the second survey were also similar to those of the first with respect to the behaviors that distinguish rhinoceros of different origin, age, sex, and reproductive success. We conclude that ratings by keepers of behavior and temperament attributes can be used as reliable and valid cross-institutional descriptions of individual differences between black rhinoceros. (C) 1999 Wiley-Liss, Inc.","1999","2018-12-03 14:27:07","2018-12-03 14:27:07","","17-34","","","18","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/X9XDHYRN/Carlstead et al. - 1999 - black rhinoceros (diceros bicornis) in us zoos i..pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"763HRUA8","journalArticle","2012","Carter, Alecia J.; Heinsohn, Robert; Goldizen, Anne W.; Biro, Peter A.","boldness, trappability and sampling bias in wild lizards","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2012.01.033","","Many studies of animal personality are completed in the laboratory with animals collected from the wild. However, there is some concern that studies that trap individuals to perform assessments of personality may not collect a representative sample of personality types, as some individuals may be trap-shy. We investigated the relationship between boldness and trappability using males of a species of lizard, the Namibian rock agama, Agama planiceps, whose boldness could be assessed in the wild prior to trapping. We observed known individuals between nine and 15 times each over several weeks, which revealed that boldness consistently differed across individuals and was not influenced by factors such as body size or environmental variables. Lizards habituated to the behavioural assay, but there was no evidence of plasticity (individual differences) in the rate of habituation. As predicted, bold individuals entered the trap sooner than shy individuals and we had higher success at trapping bold individuals. Using a simple simulation model, we show that such bias leads to underestimates of effect size and reduces the power to detect correlations between behavioural traits (i.e. behavioural syndromes). We suggest that studies that trap animals for laboratory assessments of personality may consistently underrepresent the extent of personality trait variation in the populations that they sample, and recommend that future studies either develop methods for testing personality in the field that control for obvious confounding variables or make every effort to ensure minimum bias when sampling animals for use in a laboratory setting. (C) 2012 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2012","2018-12-03 14:27:08","2018-12-03 14:27:08","","1051-1058","","","83","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/NZS2P92J/carter2012.pdf","","Animals; Animal Shells; Bias (Epidemiology); Lizards; Personality Assessment; Selection Bias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDIAJMYU","journalArticle","2018","Church, Kathleen D. W.; Grant, James W. A.","does increasing habitat complexity favour particular personality types of juvenile atlantic salmon, salmo salar?","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2017.11.006","","The costs and benefits of a particular behavioural trait, such as boldness or aggression, may vary depending on the physical environment. We tested whether the common practice of adding physical structure (i.e. boulders) to streams to increase salmonid density has behavioural consequences, as open habitats are predicted to favour individuals that are more bold and aggressive. Wild young-of-the-year Atlantic salmon were captured from habitats of varying physical complexity and placed into semi-natural stream enclosures for 11 days while their behaviour was observed and tested in both open and structurally complex environments. We found evidence for personality, or consistent individual behavioural differences across contexts, for avoidance and site attachment, with repeatabilities of 0.287 and 0.206, respectively, but not for activity or frequency of aggression. Fish were significantly more active and aggressive in the open habitats, and more site-attached in the complex habitats. Active and aggressive fish also grew more in the wild, while site-attached fish grew less in the wild, but more in the enclosures. However, contrary to our expectation, the complexity of the original habitat was not a significant predictor of personality. Our results suggest stream restorations involving increasing habitat complexity will alter the behaviour of young-of-the-year Atlantic salmon, but will not favour any particular personality types. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2018","2018-12-03 14:27:08","2018-12-03 14:27:08","","139-146","","","135","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/NULBU3XR/church2018.pdf","","Type A Personality; Type B Personality; Type D Personality; Ecosystem; Cost-Benefit Analysis; Salmo salar; Salmon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHAQEXMK","journalArticle","2002","D'Eath, RB; Burn, CC","individual differences in behaviour: a test of `coping style' does not predict resident-intruder aggressiveness in pigs","BEHAVIOUR","","","10.1163/15685390260437326","","Temperament traits in animals are those which are stable across time and predictive of behaviour in other situations. Individuals can be identified as showing either active (proactive) or passive (re-active) responses to a variety of challenges, and these are often referred to as `coping styles'. Although most studied in rodents, coping styles are found in a variety of vertebrate species. In rodents, the resident- intruder aggressiveness test is a key measure of coping style, whereas in pigs, several recent studies have used a `backtest' as the key measure of coping: A piglet is held on its back for one minute and the frequency of struggling bouts ('escape attempts') is recorded. In this study, we compared pig behaviour in backtests performed on 3 and 9 days of age, with aggressiveness was measured using 2 resident-intruder tests between 16 and 19 days post-weaning. A smaller unfamiliar intruder was introduced into part of the resident pig's home pen, and resident attack latency was recorded. Struggling bout frequency in the backtests showed a unimodal distribution. Data were analysed both as a continuous distribution and by comparing only the piglets from either extreme of the distribution (for comparison with other studies, top and bottom 25%). There was good repeatability of outcome (struggling frequency) over the two backtests, and over the two resident-intruder tests (attack latency and occurrence of resident attacks). However, no relationship was found between behaviour in the backtests and aggression in the resident-intruder tests, despite exhaustive analysis. Other authors have found that pigs show consistent responses to challenges, suggesting a degree of stable temperament. In line with the present findings though, most found no correlation between social and non-social responses. Other published experiments show that in pigs, the backtest can predict several physiological differences characteristic of coping styles. However, the present study shows that in pigs, aggressiveness and struggling in a backtest are not correlated, suggesting that they do not represent different expressions of the same underlying `coping' trait.","2002","2018-12-03 14:27:08","2018-12-03 14:27:08","","1175-1194","","","139","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/A2VHEXRA/death2002.pdf","","Animals; Animal Shells; Temperament; Swine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2WGN2QQC","journalArticle","2004","D'Eath, RB","consistency of aggressive temperament in domestic pigs: the effects of social experience and social disruption","AGGRESSIVE BEHAVIOR","","","10.1002/ab.20077","","Resident-intruder (R-I) tests can be used to measure the aggressive temperament of domestic pigs (Sus scrofa), and have previously been shown to predict the severity and persistence of aggression when unfamiliar pigs are mixed. To study the consistency of individual differences in aggressiveness over time, 112 pigs (eight from each of fourteen litters) were given two R-I tests at each of three ages (46, 80, and 113 days). Pigs were R-I tested singly in an arena within the home pen, where a smaller unfamiliar intruder pig was introduced to a resident pig. Latency to the first attack by the resident was recorded, and the test was stopped as soon as an attack occurred, otherwise the test lasted five minutes. Pigs from eight of the litters used here had been allowed to mix with another litter prior to weaning (days 10-30; socialised), while pigs in six litters remained in littermate groups (control). To determine whether consistency would survive the effects of social disruption, pigs were mixed into new groups on two occasions between the first and second test, then remained in these groups until the third test. Evidence of consistency was found, despite the social disruption. Socialised pigs were more aggressive than controls, females were more aggressive than males, and certain litters were more aggressive than others. After adjusting for these, consistent differences between individuals were still evident. Consistency was higher between the second and third tests compared to the first and second, possibly because of stable group membership or the effects of age or experience. In support of the idea that social experience improves consistency, socialised pigs were more consistent than controls throughout. Evidence of consistent individual differences in aggressive temperament suggests that breeding or changes to early life experiences could have a long-lasting influence on aggressive behaviour in pigs. (C) 2004 Wiley-Liss, Inc.","2004","2018-12-03 14:27:08","2018-12-03 14:27:08","","435-448","","","30","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/8UFCQRJ2/D'Eath - 2004 - consistency of aggressive temperament in domestic .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3YEDL2KX","journalArticle","1991","DUCEY, PK; ANTHONY, CD; BRODIE, ED","thresholds and escalation of antipredator responses in the chinese salamander cynops-cyanurus - interindividual and intraindividual variation","BEHAVIOURAL PROCESSES","","","10.1016/0376-6357(91)90048-5","","Aspects of the control of antipredator behavior, including short- and long-term response modifications, were examined for the Chinese salamander Cynops cyanurus. Salamanders were tested for their antipredator behavior following repeated contact with the flicking tongue of a predatory snake. In a given trial, a salamander was contacted ten times by the snake and within-trial escalation or reduction in response was monitored. For each salamander, trials were repeated 6 times at 21-day intervals to test for long-term changes in response threshold and extent of escalation, and to identify consistent differences in behavior among individuals. The salamanders were found to escalate their antipredator responses over the ten stimuli within trials. They were significantly more responsive to tongue contacts late in a given trial than to the initial stimuli. They also showed long-term, among-trial decreases in the threshold to initial response and increases in the mean responses to the first tongue contacts. However, there was no significant long-term change in maximum response threshold or in the mean responses to the final tongue contacts. Variation among individuals in thresholds and responses was considerable and was consistent over trials.","1991","2018-12-03 14:27:08","2018-12-03 14:27:08","","181-191","","","23","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/T8NBJJBN/ducey1991.pdf","","Urodela","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9FL9L9P","journalArticle","2012","David, Morgan; Auclair, Yannick; Cezilly, Frank","assessing short- and long-term repeatability and stability of personality in captive zebra finches using longitudinal data","ETHOLOGY","","","10.1111/j.1439-0310.2012.02085.x","","Assessing behavioural consistency is crucial to understand the evolution of personality traits. In the present study, we examined the short- and long-term repeatability and stability of two unrelated personality traits exploratory tendencies and struggling rate using captive female zebra finches ( Taeniopygia guttata). We performed two experimental sessions of behavioural tests with a 7-mo interval, which represents up to one quarter of a zebra finch's life expectancy. We showed that, overall, exploratory tendencies and struggling rate were significantly repeatable in the short term. However, only exploratory tendencies were repeatable in the long term. We found interindividual differences in short-term stability of exploratory tendencies, but not struggling rate, providing evidence for differences in intraindividual variability. In the long term, struggling rate significantly decreased between the two experimental sessions, whereas exploratory tendencies remained stable. Finally, the amount of interindividual variation measured at both sessions did not differ. Our results suggest that short- and long-term repeatability and stability of personality may vary between individuals, depending on the behavioural trait under scrutiny. As a consequence, deducing personality from measures realized earlier in a subject's life should be performed with caution. We discuss the implications of inter- and intraindividual variation in personality consistency on individual fitness.","2012","2018-12-03 14:27:09","2018-12-03 14:27:09","","932-942","","","118","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/5HIFHG34/David et al. - 2012 - assessing short- and long-term repeatability and s.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7QAACTY6","journalArticle","1999","DeWitt, TJ; Sih, A; Hucko, JA","trait compensation and cospecialization in a freshwater snail: size, shape and antipredator behaviour","ANIMAL BEHAVIOUR","","","10.1006/anbe.1999.1158","","We examined relationships between individual differences in antipredator behaviour and prey morphological characters (size, shape) that influence prey vulnerability. Behavioural responses of Physa gyrina to chemical cues associated with predation by crayfish Orconectes rusticus, were assayed in the laboratory for 6 days over a 13-day period. Snails displayed consistent, individually repeatable responses to the predation cues, including hiding (refuge use) and substratum avoidance (crawling to the water surface or out of the water). We assessed shell morphology using morphometric techniques that isolate geometrically independent components of size and shape variation corresponding to aperture width and apertural obstruction. Previous studies indicate that large size, narrow apertures and obstructed apertures reduce morphological vulnerability to the shell-entry predation tactics used by crayfish. In the present study, small, and thus more vulnerable, prey tended to show stronger antipredator behaviour than large prey (i.e. behavioural compensation for morphological vulnerability). In contrast, behavioural and shape-based defences were positively correlated; snails with narrow apertures showed strong antipredator responses. We refer to this `double defence' against predators as cospecialization. With either compensation or cospecialization, suites of correlated behavioural or morphological traits must be studied in tandem to understand the adaptive value of prey responses to predators. (C) 1999 The Association for the Study of Animal Behaviour.","1999","2018-12-03 14:27:09","2018-12-03 14:27:09","","397-407","","","58","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/DXF4C9ZF/dewitt1999.pdf","","Prednisolone; Cues","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ABCSFR6","journalArticle","2015","Debeffe, L.; Lemaitre, J. F.; Bergvall, U. A.; Hewison, A. J. M.; Gaillard, J. M.; Morellet, N.; Goulard, M.; Monestier, C.; David, M.; Verheyden-Tixier, H.; Jaederberg, L.; Vanpe, C.; , Kjell; er, P.","short- and long-term repeatability of docility in the roe deer: sex and age matter","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2015.08.003","","Behavioural consistency is a key assumption when evaluating how between-individual differences in behaviour influence life history tactics. Hence, understanding how and why variation in behavioural repeatability occurs is crucial. While analyses of behavioural repeatability are common, few studies of wild populations have investigated variation in repeatability in relation to individual status (e.g. sex, age, condition) and over different timescales. Here, we aimed to fill this gap by assessing within-population variation in the repeatability of docility, as assessed by the individual's response to human handling, in a free-ranging population of European roe deer, Capreolus capreolus. Docility was an equally repeatable behaviour at both short- and long-term timescales, suggesting that this behavioural trait is stable across time. Repeatability did not differ markedly between age and sex categories but tended to be higher in juvenile males than in juvenile females. Finally, contrary to expectation, individual variation in the repeatability of docility was not correlated with individual body mass. Further studies are required to assess the life history consequences of the individual variation in docility we report here. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2015","2018-12-03 14:27:09","2018-12-03 14:27:09","","53-63","","","109","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/4GVEKQ5I/debeffe2015.pdf","","Humans; Humanism; Humanities; Deer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7W6PJM9K","journalArticle","2002","Dingemanse, NJ; Both, C; Drent, PJ; Van Oers, K; Van Noordwijk, AJ","repeatability and heritability of exploratory behaviour in great tits from the wild","ANIMAL BEHAVIOUR","","","10.1006/anbe.2002.2006","","We investigated whether individual great tits, Parus major, vary consistently in their exploratory behaviour in a novel environment and measured the repeatability and heritability of this trait. Wild birds were caught in their natural habitat, tested in the laboratory in an open field test on the following morning, then released at the capture site. We measured individual consistency of exploratory behaviour for recaptured individuals (repeatability) and estimated the heritability with parent-offspring regressions and sibling analyses. Measures of exploratory behaviour of individuals at repeated captures were consistent in both sexes and study areas (repeatabilities ranged from 0.27 to 0.48). Exploration scores did not differ between the sexes, and were unrelated to age, condition at fledging or condition during measurement. Heritability estimates were 0.22-0.41 (parent-offspring regressions) and 0.37-0.40 (sibling analyses). We conclude that (1) consistent individual variation in open field behaviour exists in individuals from the wild, and (2) this behavioural variation is heritable. This is one of the first studies showing heritable variation in a behavioural trait in animals from the wild, and poses the question of how this variation is maintained under natural conditions. (C) 2002 The Association for the Study of Animal Behaviour. Published by Elsevier Science Ltd. All rights reserved.","2002","2018-12-03 14:27:09","2018-12-03 14:27:09","","929-938","","","64","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/6DBXGTFV/Dingemanse et al. - 2002 - repeatability and heritability of exploratory beha.pdf","","Animals; Animal Shells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YB36DZ65","journalArticle","2012","Ducatez, Simon; , Legr; , Delphine; Chaput-Bardy, Audrey; Stevens, Virginie M.; Freville, Helene; Baguette, Michel","inter-individual variation in movement: is there a mobility syndrome in the large white butterfly pieris brassicae?","ECOLOGICAL ENTOMOLOGY","","","10.1111/j.1365-2311.2012.01375.x","","1. One of the main drivers of the genesis and maintenance of biodiversity is mobility, i.e. the net result of the interaction between physiological performances (movement capacity) and behavioural decisions (movement decisions). Although several previous studies have found personality traits related to mobility, it is not yet clear whether mobility involves a real syndrome, i.e. whether individuals showing good movement capacity are also more likely to decide to move, and whether these inter-individual differences are consistent across time. 2. The aim of the present study was therefore to disentangle the mechanisms underlying the maintenance of inter-individual variation in mobility by measuring three traits related to mobility under experimental conditions in a butterfly species, and to test the existence of correlations between these traits. These measures implied movement capacity and movement decision. 3. It was shown that mobility-related traits were (i) consistent across time, (ii) inter-correlated, and (iii) dependent upon sex and morphology. 4. These results therefore suggest the existence of a mobility syndrome in a butterfly. Such findings highlight the necessity to accurately integrate inter-individual variation (behavioural syndrome) in our comprehension of the evolution of movement strategies.","2012","2018-12-03 14:27:09","2018-12-03 14:27:09","","377-385","","","37","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/9G3SLZ6I/Ducatez et al. - 2012 - inter-individual variation in movement is there a.pdf","","Butterflies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUZTA4M4","journalArticle","2011","Dzieweczynski, T. L.; Crovo, J. A.","shyness and boldness differences across contexts in juvenile three-spined stickleback gasterosteus aculeatus from an anadromous population","JOURNAL OF FISH BIOLOGY","","","10.1111/j.1095-8649.2011.03064.x","","To examine if a behavioural syndrome is present in juvenile three-spined stickleback Gasterosteus aculeatus from anadromous populations, individuals were repeatedly exposed to a variety of conditions to assess behavioural consistency and determine if a shyness-boldness syndrome occurred. The degree of exploration in a novel environment was positively correlated with boldness in all other test conditions. Activity level in all contexts, foraging, predator inspection and shoaling were found to be repeatable while other behaviours such as latency to respond appeared more plastic. Both similarities and differences were found for behavioural correlations within and across contexts when compared to prior studies on freshwater populations of G. aculeatus. This suggests that selection pressures may vary across ontogeny and environments. (C) 2011 The Authors Journal of Fish Biology (C) 2011 The Fisheries Society of the British Isles","2011","2018-12-03 14:27:09","2018-12-03 14:27:09","","776-788","","","79","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/XIIM4D3E/Dzieweczynski and Crovo - 2011 - shyness and boldness differences across contexts i.pdf","","Shyness; Smegmamorpha; Spine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
